,Active Status,Customer,Balance,Balance Total,Company,Mr./Ms./...,First Name,M.I.,Last Name,Primary Contact,Main Phone,Fax,Alt. Phone,Secondary Contact,Job Title,Main Email,Bill to 1,Bill to 2,Bill to 3,Bill to 4,Bill to 5,Ship to 1,Ship to 2,Ship to 3,Ship to 4,Ship to 5,Customer Type,Terms,Rep,Sales Tax Code,Tax item,Resale Num,Account No.,Credit Limit,Job Status,Job Type,Job Description,Start Date,Projected End,End Date
,Active,Fidelity RE Group:13-7316 The South Loop Shops Chicago IL,1200,1200,Fidelity Real Estate Group,Mr.,Joseph,J.,Savilla,,,,,,,,"Mr. Joseph J. Savilia, MAI",  on behalf of Fidelity Real Estate Group,152 Homestead Avenue,"Amityville, NY 11701-3107",,,,,,,,,,Non,,,,,,,,,,
,Active,Fifth Third Bank,0,0,Fifth Third Bank,Mr.,John,F.,Shanahan,John F. Shanahan,,,,,,,"Mr. John F. Shanahan, MAI",Fifth Third Bank,"27255 Lahser Road, 2nd Floor",MD JSFD21,"Southfield, MI  48034",,,,,,,,,,,,,,,,,,,
,Active,First American Trust FSB,0,0,,Mr.,John,,Coombe,John Coombe,,,,,,,Greinke Family Administrative Trust,c/o First American Trust FSB,Mr. John Coombe,5 First American Way,"Santa Ana, CA  92707",,,,,,,,,,,,,,,,,,,
,Active,First Bank,0,0,,,,,,,,,,,,,Richard LaViolette,First Bank,Real Estate Technical Services,"11901 Olive, Ste. 206   M1-800-06","St. Louis, MO 63141",,,,,,,,,,,,,,,,,,,
,Active,First Bank and Trust Company of Illinois,0,0,First Bank & Trust Cmpany of Illinois,Mr.,Randy,,Perryman,Randy Perryman,,,,,,,Mr. Randy Perryman,First Bank & Trust Company of Illinois,300 East Northwest Highway,"Palatine, IL 60067",,,,,,,,,,Non,,,,,,,,,,
,Active,First Chicago Bank & Trust,0,0,,,,,,,,,,,,,Ms. Carmen Rosario,Assistant Vice President,First Chicago Bank & Trust,1145 North Arlington Heights Road,"Itasca, IL 60143",,,,,,,,,,,,,,,,,,,
,Active,First Citizens Bank & Trust Company,0,0,,,,,,,,,,,,,Hattie Smith - Appraisal Department,First-Citizens Bank and Trust Company,16 E Rowan Street,"Raleigh, NC 27609",,,,,,,,,,,,,,,,,,,,
,Active,First Community Bank,0,0,,,,,,,,,,,,,First Community Bank,Mr. Eric F. Daly,Vice President - Appraisal Review Mgr.,8100 Lang Avenue NE,"Albuquerque, NM 87109",,,,,,,Due on receipt,,,,,,,,,,,,
,Active,First Merchants Corporation,0,0,,,,,,,,,,,,,Mr. Jeff Hudson,First Merchants Corporation,10333 N. Meridian Street,Suite 350,"Indianapolis, IN 46290",,,,,,,,,,,,,,,,,,,
,Active,First Merchants Corporation:13-6980 JRE Partners Columbus - Fed Ex OH,0,0,,,,,,,,,,,,,Mr. Jeff Hudson,First Merchants Corporation,10333 N. Meridian Street,Suite 350,"Indianapolis, IN 46290",,,,,,,,,,,,,,,,,,,
,Active,"Firstmerit Bank, N.A.",0,0,"Firstmerit Bank, N.A.",Mr.,Ken,,Sinha,Ken Sinha,,,,,,,Mr. Ken Sinha,"Firstmerit Bank, N.A.",7800 Reynolds Road,"Mentor, OH  44060",,,,,,,,,,Non,,,,,,,,,,
,Active,Fisher Brothers Management Company,0,0,,,,,,,,,,,,,Mr. Andrew Joblon,Fisher Brothers Management Company,"299 Park Avenue, 42nd Floor","New York, NY 10171",,,,,,,,,,,,,,,,,,,,
,Active,"Five Mile Capital Partners, LLC",0,0,"Five Mile Capital Partners, LLC",Mr.,Scott,,Leitman,Scott Leitman,,,,,,,Mr. Scott Leitman,"Five Mile Capital Partners, LLC",3 Stamford Plaza,"301 Tresser Blvd, 9th Floor","Stamford, CT  06901",,,,,,,,,,,,,,,,,,,
,Active,Flagstar Bank,0,0,,,,,,,,,,,,,"Mr. Timothy J. Cronan MAI, VP",Chief Commercial Appraiser,Flagstar Bank,5151 Corporate Drive [2W-185],"Troy, MI 48098-2639",,,,,,,,,,,,,,,,,,,
,Active,"Florida Office Property Company, Inc.",0,0,"Florida Office Property Company, Inc.",,,,,Ty J. Spearing,,,,,,,Board of Directors,"Florida Office Property Company, Inc.","C/O LaSalle Investment Management, Inc.",200 East Randolph Drive,"Chicago, Illinois 60611",,,,,,,,,Non,,,,,,,,,,
,Active,"Flowers Foods, Inc.",0,0,,,,,,,,,,,,,"A. Ryals McMullian, Jr.",Associate General Counsel,"Flowers Foods, Inc.",1919 Flowers Circle,"Thomasville, GA 31575",,,,,,,,,,,,,,,,,,,
,Active,"Forest City Development California, Inc.",0,0,"Forest City Development California, Inc",Mr.,Kenneth,,Lee,Kenneth Lee,,,,,,,Mr. Kenneth Lee,Vice President Development,"Forest City Development California, Inc","949 S. Hope Street, Suite 200","Los Angeles, CA  90015",,,,,,,,,,,,,,,,,,,
,Active,Fosterlane Realty Inc.,0,0,,,,,,,,,,,,,Mr. William Bracey,Fosterlane Realty Inc.,"3715 Northside Parkway, NW","400 Northcreek, Suite 750","Atlanta, GA 30327",,,,,,,,,,,,,,,,,,,
,Active,Foundation for Affordable Housing -Senior,0,0,,,,,,,,,,,,,Mr. Tom Willard - President,Foundation for Affordable Housing-Senior,30950 Rancho Viejo Road,Suite 100,"San Juan Capistrano, CA 92675",,,,,,,,,,,,,,,,,,,
,Active,"Frandzel Robins Bloom & Csato, L.C.",0,0,,,,,,,,,,,,,Steven N. Bloom,"Frandzel Robins Bloom & Csato, L.C.",6500 Wilshire Boulevard,Seventeenth Floor,"Los Angeles, CA 90048-4920",,,,,,,,,,,,,,,,,,,
,Active,Fremont Investment & Loan,0,0,Fremont Investment & Loan,Mr.,Gary,,Storc,Gary Storc,714-685-6383,714-283-7262,,,,,Mr. Gary Storc,Fremont Investment & Loan,Commercial Appraisal Department,175 N. Riverview Drive,"Anaheim, CA 92808",,,,,,,,,Non,,,,,,,,,,
,Active,Fremont Realty Capital,0,0,Fremont Realty Capital,Ms.,Freda,Lam,Zietlow,Freda Lam Zietlow,,,,,,,"Ms. Freda Lam Zietlow, CFA",Vice President,Fremont Realty Capital,199 Fremont Street,"San Francisco, CA  94105",,,,,,,,,,,,,,,,,,,
,Active,"Frost Chaddock Developers, LLC",0,0,,,,,,,,,,,,,Mr. Matthew Levy,"Frost Chaddock Developers, LLC",801 North Fairfax Avenue,Suite 102,"Los Angeles, CA 90046",,,,,,,,,,,,,,,,,,,
,Active,Galligan & Manning,0,0,,,,,,,,,,,,,Galligan & Manning,"ATTN: Ms. Mary Galligan, Esq.",802 West Alabama,"Houston, TX 77006",,,,,,,,,,,,,,,,,,,,
,Active,"Gay, McCall, Isaacks, Gordon & Roberts",0,0,"Gay, McCall, Isaacks, Gordon & Roberts",Mr.,Lewis,L.,Isaacks,Lewis L. Isaacks,972-424-8501,972-424-5619,,,,,Mr. Lewis L. Isaacks,"Gay, McCall, Isaacks, Gordon & Roberts",777 East 15th Street,"Plano, Texas 75074",,,,,,,,,,,,,,,,,,,,
,Active,GE Capital,0,0,GE Capital,Ms.,Mary Beth,,O' Keefe,Mary Beth O' Keefe,,,,,,,Ms. Mary Beth O'Keefe,GE Capital,"200 West Madison, Suite 2300","Chicago, IL 60606",,,,,,,,,,Non,,,,,,,,,,
,Active,GE Comercial Finance Real Estate,0,0,,,,,,,425-450-1849,,,,,,Gary Welch,10900 NE 4th Street,Suite 500,"Bellevue, WA 98004",,,,,,,,,,,,,,,,,,,,
,Active,GE Commercial Finance Business Poperty,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Active,"General Growth Properties, Inc.",0,0,"General Growth Properties, Inc.",Mr.,David,F.,Pursel,David F. Pursel,,312-960-5476,,,,,"General Growth Properties, Inc.",David F. Pursel,110 North Wacker Drive,"Chicago, Illinios 60606",,,,,,,,,,Non,,,,,,,,,,
,Active,"Genesee Properties, Inc.",0,0,"Genesee Properties, Inc.",Mr.,Gary,,Jackson,Gary Jackson,,,,,,,Mr. Gary Jackson,President,"Genesee Properties, Inc.",P.O. Box 63,"Berthoud, CO  80513",,,,,,,,,Non,,,,,,,,,,
,Active,George Washington Savings Bank,0,0,,,,,,,,,,,,,George Washington Savings Bank,Ms. Elegija Crites,Commercial Loan Administrator,14701 S. LaGrange Road,"Orland Park, IL 60462",,,,,,,,,,,,,,,,,,,
,Active,"Germer Getz, L.L.P.",0,0,,,,,,,,,,,,,"Germer Getz, L.L.P.",ATTN: Mr. Buddy C.C. Crutchfield,"550 Fannin, Suite 400","Beaumont, TX 77701",,,,,,,,,,,,,,,,,,,,
,Active,Gerson Lehrman Groups RE Council,0,0,Gerson Lehrman Group's RE Council,Ms.,Rebecca,,Kristol,Rebecca Kristol,212-750-1931,212-838-2496,,,,,Gerson Lehrman Group's RE Council,Rebecca Kristol,Council Member Services Representative,"850 Third Avenue, 9th Floor","New York, NY  10022",,,,,,,,,,,,,,,,,,,
,Active,Global Sourcing Energy & Management,0,0,,,,,,,,,,,,,"Mr. Mike Cordes, Manager",Global Sourcing Energy & Management,Graham Packaging,2401 Pleasant Valley Road,York Pennsylvania 17402,,,,,,,,,,,,,,,,,,,
,Active,Global View Advisors,0,0,Global View Advisors,Mr.,Michael,,Haghighat,Michael Haghighat,,,,,,,Global View Advisors,"Mr. Michael Haghighat, ASA",President,"19900 MacArthur Blvd., Suite 810","Irvine, CA 92612",,,,,,,,,Non,,,,,,,,,,
,Active,GMAC Commercial Mortgage Corporation,0,0,GMAC Commercial Mortgage Corporation,Mr.,Matthew,J.,Ewig,Matthew J. Ewig,,,,,,,Mr. Matthew J. Ewig,Vice President,GMAC Commercial Mortgage Corporation,"100 S. Wacker Drive., Suite 400","Chicago, IL  60606",,,,,,,,,,,,,,,,,,,
,Active,"Goddard Investment Group, LLC",0,0,,,,,,,,,,,,,Mr. Stephen W. DeVinney - Principal,"Goddard Investment Group, LLC","3390 Peachtree Road, NE",Suite 1200,"Atlanta, GA 30326",,,,,,,,,,,,,,,,,,,
,Active,"Goldberg Weprin Finkel Goldstein, LLC",0,0,,,,,,,,,,,,,"Mr. Doran Golubtchik, Esq","Goldberg Weprin Finkel Goldstein, LLC",1501 Broadway,22nd Floor,"New York, NY 10036",,,,,,,,,,,,,,,,,,,
,Active,Golden Eagle Management,0,1500,,,,,,,,,,,,,"Dan Ukkestad, COO",Golden Eagle Management,"2775 Via de la Valle, Suite 200","Del Mar, CA 92014",,,,,,,,,,,,,,,,,,,,
,Active,Golden Eagle Management:13-7359 La Mesa Retail Encinitas CA,500,500,,,,,,,,,,,,,"Dan Ukkestad, COO",Golden Eagle Management,"2775 Via de la Valle, Suite 200","Del Mar, CA 92014",,,,,,,,,,,,,,,,,,,,
,Active,Golden Eagle Management:13-7360 La Mesa Retail Del Mar CA,500,500,,,,,,,,,,,,,"Dan Ukkestad, COO",Golden Eagle Management,"2775 Via de la Valle, Suite 200","Del Mar, CA 92014",,,,,,,,,,,,,,,,,,,,
,Active,Golden Eagle Management:13-7361 La Mesa Retail La Mesa CA,500,500,,,,,,,,,,,,,"Dan Ukkestad, COO",Golden Eagle Management,"2775 Via de la Valle, Suite 200","Del Mar, CA 92014",,,,,,,,,,,,,,,,,,,,
,Active,Goldentree InSite Partners,0,4000,GoldenTree Asset Management,Ms.,Keri,,McGinness,Keri McGinness,,,,,,,Ms. Keri McGinness,Chief Financial Officer,GoldenTree Asset Management,"300 Park Avenue, 20th Floor","New York, NY  10022",,,,,,,,,,,,,,,,,,,
,Active,Goldentree InSite Partners:13-2812Q1 Rio Rancho NM,2000,2000,GoldenTree Asset Management,Ms.,Keri,,McGinness,,,,,,,,Ms. Keri McGinness,Chief Financial Officer,GoldenTree Asset Management,"300 Park Avenue, 20th Floor","New York, NY  10022",,,,,,,,,,,,,,,,,,,
,Active,Goldentree InSite Partners:13-6986 Dixon Mills Jersey City NJ,2000,2000,GoldenTree Asset Management,Ms.,Keri,,McGinness,,,,,,,,Ms. Keri McGinness,Chief Financial Officer,GoldenTree Asset Management,"300 Park Avenue, 20th Floor","New York, NY  10022",,,,,,,,,,,,,,,,,,,
,Active,Goldman Sachs Bank USA,0,0,,,,,,,,,,,,,Amy Collins,"Archon Group, LP",6011 Connection Drive,"Irvine, TX 75039",,,,,,,,,,,,,,,,,,,,
,Active,Grand Encampment of Knights Templar,0,0,Grand Encampment of Knights Templar,Mr.,Larry,,Tucker,Larry Tucker,,,,,,,Grand Encampment of Knights Templar, c/o Mr. Larry Tucker,5097 North Elston Avenue,Suite 101,"Chicago, IL  60630",,,,,,,,,,,,,,,,,,,
,Active,Grant Family Trust,0,0,,,,,,,,,,,,,Michael A. Grant,Grant Family Trust,110 Town Center Parkway,"Santee, CA 92071",,,,,,,,,,,,,,,,,,,,
,Active,Great Point Investors,0,0,,,,,,,,,,,,,Brian Reilly,Great Point Investors,Two Center Plaza,Suite 410,"Boston, MA 02108",,,,,,,,,,,,,,,,,,,
,Active,Great Southern Bank,0,0,Great Southern Bank,Mr.,Kevin,,Baker,Kevin Baker,314-692-0171,,,,,,Mr. Kevin Baker,Vice President,Great Southern Bank,"Three City Place Dr., Suite 570","Creve Coeur, MO  63141",,,,,,,,,,,,,,,,,,,
,Active,Greater Bay Bank,0,0,Greater Bay Bank,Mr.,Grant,,Lindholm,Grant Lindholm,650-614-8921,650-838-0264,,,,,"Mr. Grant Lindholm, MAI, CCIM",VP & Chief Appraiser,Greater Bay Bankcorp,430 Cowper Street,"Palo Alto, CA  94301",,,,,,,,,,,,,,,,,,,
,Active,"Greenwich Capital Financial Products, Inc",0,0,,Mr.,Joseph,,Griffin,Joseph Griffin,,,,,,,Mr. Joseph Griffin,"Greenwich Capital Financial Products, Inc","550 W. Jackson Blvd., Suite 1700","Chicago, IL  60661",,,,,,,,,,Non,,,,,,,,,,
,Active,"Grifols, Inc.",0,0,"Grifols, Inc.",Mr.,Andrew,,McVay,Andrew McVay,,,,,,,Mr. Andrew McVay,"Vice President, Finance","Grifols, Inc.",2410 Lillyvale Aveenue,"Los Angeles, CA  90032",,,,,,,,,,,,,,,,,,,
,Active,"Grubb & Ellis New York, Inc.",0,0,,,,,,,,,,,,,"Grubb & Ellis New York, Inc.",1177 Avenue of the Americas,"New York, NY 10036",Attn: Jonathan S. Miller,          Executive Managing Director,,,,,,,,,,,,,,,,,,,
,Active,"GS Roosevelt, LLC",0,0,,,,,,,,,,,,,Mr. Bradley Johnson,"GS Roosevelt, LLC",One Market Street,"Spear Tower, 36th FLoor","San Francisco, CA 94105",,,,,,,,,,,,,,,,,,,
,Active,Guaranty Bank,0,0,Guaranty Bank,Mr.,Edward,H.,"Siegel, MAI, CCIM",Emma Rhodes,214-360-2888,214-360-2701,,,,,Guaranty Bank,8333 Douglas Avenue,"Dallas, TX  75225",,,,,,,,,,,Non,,,,,,,,,,
,Active,Guggenheim Partners,0,4000,,,,,,,,,,,,,Carla Varner,Guggenheim Partners,205 West Monroe Street,"Chicago, IL 60606",,,,,,,,,,,,,,,,,,,,
,Active,Guggenheim Partners:13-7208 Regency Plaza University Village,4000,4000,,,,,,,,,,,,,Carla Varner,Guggenheim Partners,205 West Monroe Street,"Chicago, IL 60606",,,,,,,,,,,,,,,,,,,,
,Active,"Guggenheim Trust Company, LLC",0,11500,,,,,,,,,,,,,"Guggenheim Trust Company, LLC",c/o Michael Della Fera - CFO,Guggenheim Real Estate LLC,"Four Copley Place, Suite 403","Boston, MA 02116",,,,,,,,,,,,,,,,,,,
,Active,"Guggenheim Trust Company, LLC:13-7183 Keystone Building III Morrisville",4500,4500,,,,,,,,,,,,,"Guggenheim Trust Company, LLC",c/o Michael Della Fera - CFO,Guggenheim Real Estate LLC,"Four Copley Place, Suite 403","Boston, MA 02116",,,,,,,,,,,,,,,,,,,
,Active,"Guggenheim Trust Company, LLC:13-7192 100 Corporate Pointe Culver City",7000,7000,,,,,,,,,,,,,"Guggenheim Trust Company, LLC",c/o Michael Della Fera - CFO,Guggenheim Real Estate LLC,"Four Copley Place, Suite 403","Boston, MA 02116",,,,,,,,,,,,,,,,,,,
,Active,Hardin Construction Company,0,0,,,,,,,,,,,,,Mr. M. Brantley Barrow - Chairman,"Hardin Construction Company, LLC","3301 Windy Ridge Parkway, Ste. 400","Atlanta, GA 30339",,,,,,,,,,,,,,,,,,,,
,Active,Harris Bank N.A,0,14500,Harris Bank N.A,,,,,Dana Salvatore,312-461-2128,,,,,,Dana Salvatore,BMO Harris Bank,111 W. Monroe Street,Flr. 4E    /   MC2800,"Chicago, IL   60603",,,,,,,,,,,,,,,,,,,
,Active,"Harris Bank N.A:09-1932 1315 3rd Avenue NW, MN",0,0,Harris Bank N.A,,,,,Dana Salvatore,312-461-2128,,,,,,Harris Bank N.A,111 W. Monroe Street,Flr. 4E    /   MC2800,"Chicago, IL   60603",,,,,,,,,,,,,,,,,,,,
,Active,"Harris Bank N.A:09-1933 11626 University Avenue NW, MN",0,0,Harris Bank N.A,,,,,Dana Salvatore,312-461-2128,,,,,,Harris Bank N.A,111 W. Monroe Street,Flr. 4E    /   MC2800,"Chicago, IL   60603",,,,,,,,,,,,,,,,,,,,
,Active,"Harris Bank N.A:09-1934 3147 Cottage Grove Drive, MN",0,0,Harris Bank N.A,,,,,Dana Salvatore,312-461-2128,,,,,,Harris Bank N.A,111 W. Monroe Street,Flr. 4E    /   MC2800,"Chicago, IL   60603",,,,,,,,,,,,,,,,,,,,
,Active,"Harris Bank N.A:09-1935 10805 French Lake Road, MN",0,0,Harris Bank N.A,,,,,Dana Salvatore,312-461-2128,,,,,,Harris Bank N.A,111 W. Monroe Street,Flr. 4E    /   MC2800,"Chicago, IL   60603",,,,,,,,,,,,,,,,,,,,
,Active,"Harris Bank N.A:11-4772 6465 Daniel Burnham Dr., IN",0,0,Harris Bank N.A,,,,,Dana Salvatore,312-461-2128,,,,,,Gregory Hertko,BMO Harris Bank,111 W. Monroe Street,Flr. 4E    /   MC2800,"Chicago, IL   60603",,,,,,,,,,,,,,,,,,,
,Active,Harris Bank N.A:13-7210 Block 37 Chicago IL,14500,14500,Harris Bank N.A,,,,,,312-461-2128,,,,,,Dana Salvatore,BMO Harris Bank,111 W. Monroe Street,Flr. 4E    /   MC2800,"Chicago, IL   60603",,,,,,,,,,,,,,,,,,,
,Active,Hartford Investment Management Company,0,0,,,,,,,,,,,,,Mr. Rich VanSteenbergen,Hartford Investment Management Company,55 Farmington Avenue,"Hartford, CT 06105",,,,,,,,,,,,,,,,,,,,
,Active,Hartford Life Insurance Company,0,3500,,,,,,,,,,,,,"Mr. David A. Noli, CPA",Hartford Life Insurance Company,Hartford Investment Management,55 Farmington Avemur 11th Floor,"Hartford, CT 06105",,,,,,,,,,,,,,,,,,,
,Active,Hartford Life Insurance Company:13-7011 Westlake BTS Jacksonville FL,3500,3500,,,,,,,,,,,,,"Mr. David A. Noli, CPA",Hartford Life Insurance Company,Hartford Investment Management,55 Farmington Avemur 11th Floor,"Hartford, CT 06105",,,,,,,,,,,,,,,,,,,
,Active,"Harvard Management Company, Inc. (HMC)",0,31500,,,,,,,,,,,,,"Harvard Management Company, Inc.",c/o Joseph Marconi-Senior Vice President,Portfolio Manager - Real Estate,600 Atlantic Ave.,"Boston, MA 02210",,,,,,,,,,,,,,,,,,,
,Active,"Harvard Management Company, Inc. (HMC):13-7184 Seaport Village Long Beach CA",4950,4950,,,,,,,,,,,,,"Harvard Management Company, Inc.",c/o Joseph Marconi-Senior Vice President,Portfolio Manager - Real Estate,600 Atlantic Ave.,"Boston, MA 02210",,,,,,,,,,,,,,,,,,,
,Active,"Harvard Management Company, Inc. (HMC):13-7185 Breakwater Santa Cruz CA",4500,4500,,,,,,,,,,,,,"Harvard Management Company, Inc.",c/o Joseph Marconi-Senior Vice President,Portfolio Manager - Real Estate,600 Atlantic Ave.,"Boston, MA 02210",,,,,,,,,,,,,,,,,,,
,Active,"Harvard Management Company, Inc. (HMC):13-7186 Agate Apartments Santa Clara CA",4500,4500,,,,,,,,,,,,,"Harvard Management Company, Inc.",c/o Joseph Marconi-Senior Vice President,Portfolio Manager - Real Estate,600 Atlantic Ave.,"Boston, MA 02210",,,,,,,,,,,,,,,,,,,
,Active,"Harvard Management Company, Inc. (HMC):13-7187 Marin Gateway Marin City CA",5850,5850,,,,,,,,,,,,,"Harvard Management Company, Inc.",c/o Joseph Marconi-Senior Vice President,Portfolio Manager - Real Estate,600 Atlantic Ave.,"Boston, MA 02210",,,,,,,,,,,,,,,,,,,
,Active,"Harvard Management Company, Inc. (HMC):13-7188 Redwood Grove Santa Clara CA",3600,3600,,,,,,,,,,,,,"Harvard Management Company, Inc.",c/o Joseph Marconi-Senior Vice President,Portfolio Manager - Real Estate,600 Atlantic Ave.,"Boston, MA 02210",,,,,,,,,,,,,,,,,,,
,Active,"Harvard Management Company, Inc. (HMC):13-7189 Hidden Creek Matinez CA",4500,4500,,,,,,,,,,,,,"Harvard Management Company, Inc.",c/o Joseph Marconi-Senior Vice President,Portfolio Manager - Real Estate,600 Atlantic Ave.,"Boston, MA 02210",,,,,,,,,,,,,,,,,,,
,Active,"Harvard Management Company, Inc. (HMC):13-7190 Jefferson Apartments Redwood City",3600,3600,,,,,,,,,,,,,"Harvard Management Company, Inc.",c/o Joseph Marconi-Senior Vice President,Portfolio Manager - Real Estate,600 Atlantic Ave.,"Boston, MA 02210",,,,,,,,,,,,,,,,,,,
,Active,HEITMAN Real Estate Investment Management,0,25150,HEITMAN RE Investment Management,Ms.,Colleen,,Ryan,Colleen Ryan,312-425-0659,312-855-5582,,,,colleen.ryan@hietman.com,Ms. Colleen Ryan,HEITMAN RE Investment Management,191 North Wacker Drive,"Chicago, Illinois 60606",,,,,,,,,,,,,,,,,,,,
,Active,HEITMAN Real Estate Investment Management:13-3357Q2 Addison Park Charlotte NC,1800,1800,HEITMAN RE Investment Management,Ms.,Colleen,,Ryan,,312-425-0659,312-855-5582,,,,colleen.ryan@hietman.com,Ms. Colleen Ryan,HEITMAN RE Investment Management,191 North Wacker Drive,"Chicago, Illinois 60606",,,,,,,,,,,,,,,,,,,,
,Active,HEITMAN Real Estate Investment Management:13-3702Q2 West Paces Ferry Atlanta GA,1800,1800,HEITMAN RE Investment Management,Ms.,Colleen,,Ryan,,312-425-0659,312-855-5582,,,,colleen.ryan@hietman.com,Ms. Colleen Ryan,HEITMAN RE Investment Management,191 North Wacker Drive,"Chicago, Illinois 60606",,,,,,,,,,,,,,,,,,,,
,Active,HEITMAN Real Estate Investment Management:13-4057Q2 Bank Street Commons NY,4500,4500,HEITMAN RE Investment Management,Ms.,Colleen,,Ryan,,312-425-0659,312-855-5582,,,,colleen.ryan@hietman.com,Ms. Colleen Ryan,HEITMAN RE Investment Management,191 North Wacker Drive,"Chicago, Illinois 60606",,,,,,,,,,,,,,,,,,,,
,Active,HEITMAN Real Estate Investment Management:13-4711Q2 I-55 Portfolio Windham Lakes,2500,2500,HEITMAN RE Investment Management,Ms.,Colleen,,Ryan,,312-425-0659,312-855-5582,,,,colleen.ryan@hietman.com,Ms. Colleen Ryan,HEITMAN RE Investment Management,191 North Wacker Drive,"Chicago, Illinois 60606",,,,,,,,,,,,,,,,,,,,
,Active,HEITMAN Real Estate Investment Management:13-4712Q2 Northern Builders Portfolio,4750,4750,HEITMAN RE Investment Management,Ms.,Colleen,,Ryan,,312-425-0659,312-855-5582,,,,colleen.ryan@hietman.com,Ms. Colleen Ryan,HEITMAN RE Investment Management,191 North Wacker Drive,"Chicago, Illinois 60606",,,,,,,,,,,,,,,,,,,,
,Active,HEITMAN Real Estate Investment Management:13-4720Q2 Doctors Community Medical MD,1800,1800,HEITMAN RE Investment Management,Ms.,Colleen,,Ryan,,312-425-0659,312-855-5582,,,,colleen.ryan@hietman.com,Ms. Colleen Ryan,HEITMAN RE Investment Management,191 North Wacker Drive,"Chicago, Illinois 60606",,,,,,,,,,,,,,,,,,,,
,Active,HEITMAN Real Estate Investment Management:13-5463Q2 Frank Estate Apartments OR,4000,4000,HEITMAN RE Investment Management,Ms.,Colleen,,Ryan,,312-425-0659,312-855-5582,,,,colleen.ryan@hietman.com,Ms. Colleen Ryan,HEITMAN RE Investment Management,191 North Wacker Drive,"Chicago, Illinois 60606",,,,,,,,,,,,,,,,,,,,
,Active,HEITMAN Real Estate Investment Management:13-5464Q2 Covington Farms Apts WA,4000,4000,HEITMAN RE Investment Management,Ms.,Colleen,,Ryan,,312-425-0659,312-855-5582,,,,colleen.ryan@hietman.com,Ms. Colleen Ryan,HEITMAN RE Investment Management,191 North Wacker Drive,"Chicago, Illinois 60606",,,,,,,,,,,,,,,,,,,,
,Active,"Heller Financial, Inc.",0,0,"Heller Financial, Inc.",Mr.,Paul,,Henning,Paul Henning,,,,,,,"Heller Financial, Inc.",Attn: Paul Henning,500 West Monroe Street,"Chicago, IL  60661",,,,,,,,,,Non,,,,,,,,,,
,Active,"Hewitt Ennis Knupp, Inc., An Aon Company",0,0,,,,,,,,,,,,,"Mr. Clinton S. Cary, Partner","Hewitt EnnisKnupp, Inc. an Aon Company","10 South Riverside, Suite 1600","Chicago, IL 60606",,,,,,,,,,,,,,,,,,,,
,Active,"HFF, LP",0,0,,,,,,,,,,,,,"Mr. Timothy D. Wright, Sr. Managing Direc","HFF, LP",4350 La Jolla Village Drive,Suite 450,"San Diego, CA 92122",,,,,,,,,,,,,,,,,,,
,Active,HHME Homeowners Assocication,0,0,,,,,,,,,,,,,Cynthia Goebel,HHME Homewoners Association,18400 Saybrook Lane,"Huntington Beach, CA 92649",,,,,,,,,,,,,,,,,,,,
,Active,"High Street Real Estate Fund III, LP",0,0,,,,,,,,,,,,,"High Street Real Estate Fund III, LP",Ms. Michelle R. Paglia,Director of Financial Reporting and Taxat,"53 State Street, 38th Floor","Boston, MA 02109",,,,,,,,,,,,,,,,,,,
,Active,"HIGroup, LLC",0,0,,,,,,,,,,,,,Steve A. Hulce - Managing Director,"HIGroup, LLC",Two First National Plaza,"20 South Clark St., Suite 2050","Chicago, IL 60603",,,,,,,,,,,,,,,,,,,
,Active,Hines Midwest,0,0,Hines Midwest Regional Office,Mr.,James,B.,Oley,Jim Oley,312-419-4918,312-346-4180,,,,,Mr. James B. Oley,Hines Midwest Regional Office,"70 W. Madison, Suite 440","Chicago, IL 60602-4205",,,,,,,,,,,,,,,,,,,,
,Active,Hoeppner Wagner & Evans LLP,0,0,,,,,,,,,,,,,F. Joseph Jaskowiak,Hoeppner Wagner & Evans LLP,Twin Towers - South,"1000 East 80th Place, 6th Fl.","Merriville, IN 46410",,,,,,,,,,,,,,,,,,,
,Active,Holland & Knight LLP,0,0,Holland & Knight LLP,Ms.,Susan,E.,Edlein,Susan E. Edlein,,,,,,,Ms. Susan E. Edlein,Holland & Knight LLP,"One Atlantic Center, Suite 2000",1201 West Peachtree Street,"Atlanta, GA  30309-3453",,,,,,,,,,,,,,,,,,,
,Active,"Human Genome Sciences, Inc.",0,0,"Human Genome Sciences, Inc.",Ms.,Linda,,Chang,Linda Chang,,,,,,,Ms. Linda Chang,"Human Genome Sciences, Inc.",14200 Shady Grove Road,"Rockville, MD  20850",,,,,,,,,,,,,,,,,,,,
,Active,HunterMaclean,0,0,HunterMaclean,Mr.,Frank,J.,Perch III,Frank J. Perch III,912-236-0291,912-236-4936,,,,fperch@huntermaclean.com,HunterMaclean,Mr. Frank J. Perch III,200 E. Saint Julian Street,Post Office Box 9848,"Savannah, GA  31412-0048",,,,,,,,,,,,,,,,,,,
,Active,"Huntington Mobile Home Investments, LLC",0,0,,,,,,,,,,,,,Ms. Therese Hotvedt,"Huntington Mobile Home Investments, LLC",1100 Newport Center Drive,Suite 150,"Newport Beach, CA 92660",,,,,,,,,,,,,,,,,,,
