,"Active Status","Customer","Balance","Balance Total","Company","Mr./Ms./...","First Name","M.I.","Last Name","Primary Contact","Main Phone","Fax","Alt. Phone","Secondary Contact","Job Title","Main Email","Bill to 1","Bill to 2","Bill to 3","Bill to 4","Bill to 5","Ship to 1","Ship to 2","Ship to 3","Ship to 4","Ship to 5","Customer Type","Terms","Rep","Sales Tax Code","Tax item","Resale Num","Account No.","Credit Limit","Job Status","Job Type","Job Description","Start Date","Projected End","End Date"
,"Active","Fidelity RE Group",0.00,0.00,"Fidelity Real Estate Group","Mr.","Joseph","J.","Savilla","Joseph J. Savilla",,,,,,,"Mr. Joseph J. Savilia, MAI","  on behalf of Fidelity Real Estate Group","152 Homestead Avenue","Amityville, NY 11701-3107",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Fifth Third Bank",0.00,3900.00,"Fifth Third Bank","Mr.","John","F.","Shanahan","John F. Shanahan",,,,,,,"Mr. John F. Shanahan, MAI","Fifth Third Bank","27255 Lahser Road, 2nd Floor","MD JSFD21","Southfield, MI  48034",,,,,,,,,,,,,"",,,,,,
,"Active","Fifth Third Bank:13-7787 Montage Embry Hills, Atlanta GA",3900.00,3900.00,"Fifth Third Bank","Mr.","John","F.","Shanahan",,,,,,,,"Mr. John F. Shanahan, MAI","Fifth Third Bank","27255 Lahser Road, 2nd Floor","MD JSFD21","Southfield, MI  48034",,,,,,,,,,,,,"",,,,,,
,"Active","First American Trust FSB",0.00,0.00,,"Mr.","John",,"Coombe","John Coombe",,,,,,,"Greinke Family Administrative Trust","c/o First American Trust FSB","Mr. John Coombe","5 First American Way","Santa Ana, CA  92707",,,,,,,,,,,,,"",,,,,,
,"Active","First Bank",0.00,0.00,,,,,,,,,,,,,"Richard LaViolette","First Bank","Real Estate Technical Services","11901 Olive, Ste. 206   M1-800-06","St. Louis, MO 63141",,,,,,,,,,,,,"",,,,,,
,"Active","First Bank and Trust Company of Illinois",0.00,0.00,"First Bank & Trust Cmpany of Illinois","Mr.","Randy",,"Perryman","Randy Perryman",,,,,,,"Mr. Randy Perryman","First Bank & Trust Company of Illinois","300 East Northwest Highway","Palatine, IL 60067",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","First Chicago Bank & Trust",0.00,0.00,,,,,,,,,,,,,"Ms. Carmen Rosario","Assistant Vice President","First Chicago Bank & Trust","1145 North Arlington Heights Road","Itasca, IL 60143",,,,,,,,,,,,,"",,,,,,
,"Active","First Citizens Bank & Trust Company",0.00,0.00,,,,,,,,,,,,,"Hattie Smith - Appraisal Department","First-Citizens Bank and Trust Company","16 E Rowan Street","Raleigh, NC 27609",,,,,,,,,,,,,,"",,,,,,
,"Active","First Community Bank",0.00,0.00,,,,,,,,,,,,,"First Community Bank","Mr. Eric F. Daly","Vice President - Appraisal Review Mgr.","8100 Lang Avenue NE","Albuquerque, NM 87109",,,,,,,"Due on receipt",,,,,,"",,,,,,
,"Active","First Merchants Corporation",0.00,9500.00,,,,,,,,,,,,,"Mr. Jeff Hudson","First Merchants Corporation","10333 N. Meridian Street","Suite 350","Indianapolis, IN 46290",,,,,,,,,,,,,"",,,,,,
,"Active","First Merchants Corporation:13-7601 2525 Shadeland Avenue IN",9500.00,9500.00,,,,,,,,,,,,,"Mr. Jeff Hudson","First Merchants Corporation","10333 N. Meridian Street","Suite 350","Indianapolis, IN 46290",,,,,,,,,,,,,"",,,,,,
,"Active","Firstmerit Bank, N.A.",0.00,0.00,"Firstmerit Bank, N.A.","Mr.","Ken",,"Sinha","Ken Sinha",,,,,,,"Mr. Ken Sinha","Firstmerit Bank, N.A.","7800 Reynolds Road","Mentor, OH  44060",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Fisher Brothers Management Company",0.00,0.00,,,,,,,,,,,,,"Mr. Andrew Joblon","Fisher Brothers Management Company","299 Park Avenue, 42nd Floor","New York, NY 10171",,,,,,,,,,,,,,"",,,,,,
,"Active","Five Mile Capital Partners, LLC",0.00,0.00,"Five Mile Capital Partners, LLC","Mr.","Scott",,"Leitman","Scott Leitman",,,,,,,"Mr. Scott Leitman","Five Mile Capital Partners, LLC","3 Stamford Plaza","301 Tresser Blvd, 9th Floor","Stamford, CT  06901",,,,,,,,,,,,,"",,,,,,
,"Active","Flagstar Bank",0.00,0.00,,,,,,,,,,,,,"Mr. Timothy J. Cronan MAI, VP","Chief Commercial Appraiser","Flagstar Bank","5151 Corporate Drive [2W-185]","Troy, MI 48098-2639",,,,,,,,,,,,,"",,,,,,
,"Active","Florida Office Property Company, Inc.",0.00,0.00,"Florida Office Property Company, Inc.",,,,,"Ty J. Spearing",,,,,,,"Board of Directors","Florida Office Property Company, Inc.","C/O LaSalle Investment Management, Inc.","200 East Randolph Drive","Chicago, Illinois 60611",,,,,,,,,"Non",,,,"",,,,,,
,"Active","Flowers Foods, Inc.",0.00,0.00,,,,,,,,,,,,,"A. Ryals McMullian, Jr.","Associate General Counsel","Flowers Foods, Inc.","1919 Flowers Circle","Thomasville, GA 31575",,,,,,,,,,,,,"",,,,,,
,"Active","Forest City Development California, Inc.",0.00,0.00,"Forest City Development California, Inc","Mr.","Kenneth",,"Lee","Kenneth Lee",,,,,,,"Mr. Kenneth Lee","Vice President Development","Forest City Development California, Inc","949 S. Hope Street, Suite 200","Los Angeles, CA  90015",,,,,,,,,,,,,"",,,,,,
,"Active","Fosterlane Realty Inc.",0.00,0.00,,,,,,,,,,,,,"Mr. William Bracey","Fosterlane Realty Inc.","3715 Northside Parkway, NW","400 Northcreek, Suite 750","Atlanta, GA 30327",,,,,,,,,,,,,"",,,,,,
,"Active","Foundation for Affordable Housing -Senior",0.00,0.00,,,,,,,,,,,,,"Mr. Tom Willard - President","Foundation for Affordable Housing-Senior","30950 Rancho Viejo Road","Suite 100","San Juan Capistrano, CA 92675",,,,,,,,,,,,,"",,,,,,
,"Active","Frandzel Robins Bloom & Csato, L.C.",0.00,0.00,,,,,,,,,,,,,"Steven N. Bloom","Frandzel Robins Bloom & Csato, L.C.","6500 Wilshire Boulevard","Seventeenth Floor","Los Angeles, CA 90048-4920",,,,,,,,,,,,,"",,,,,,
,"Active","Fremont Investment & Loan",0.00,0.00,"Fremont Investment & Loan","Mr.","Gary",,"Storc","Gary Storc","714-685-6383","714-283-7262",,,,,"Mr. Gary Storc","Fremont Investment & Loan","Commercial Appraisal Department","175 N. Riverview Drive","Anaheim, CA 92808",,,,,,,,,"Non",,,,"",,,,,,
,"Active","Fremont Realty Capital",0.00,0.00,"Fremont Realty Capital","Ms.","Freda","Lam","Zietlow","Freda Lam Zietlow",,,,,,,"Ms. Freda Lam Zietlow, CFA","Vice President","Fremont Realty Capital","199 Fremont Street","San Francisco, CA  94105",,,,,,,,,,,,,"",,,,,,
,"Active","Frost Chaddock Developers, LLC",0.00,0.00,,,,,,,,,,,,,"Mr. Matthew Levy","Frost Chaddock Developers, LLC","801 North Fairfax Avenue","Suite 102","Los Angeles, CA 90046",,,,,,,,,,,,,"",,,,,,
,"Active","Galligan & Manning",0.00,0.00,,,,,,,,,,,,,"Galligan & Manning","ATTN: Ms. Mary Galligan, Esq.","802 West Alabama","Houston, TX 77006",,,,,,,,,,,,,,"",,,,,,
,"Active","Gay, McCall, Isaacks, Gordon & Roberts",0.00,44000.00,"Gay, McCall, Isaacks, Gordon & Roberts","Mr.","Lewis","L.","Isaacks","Lewis L. Isaacks","972-424-8501","972-424-5619",,,,,"Mr. Lewis L. Isaacks","Gay, McCall, Isaacks, Gordon & Roberts","777 East 15th Street","Plano, Texas 75074",,,,,,,,,,,,,,"",,,,,,
,"Active","Gay, McCall, Isaacks, Gordon & Roberts:13-7201 The Shops at Willow Bend Plano TX",22000.00,22000.00,"Gay, McCall, Isaacks, Gordon & Roberts","Mr.","Lewis","L.","Isaacks",,"972-424-8501","972-424-5619",,,,,"Mr. Lewis L. Isaacks","Gay, McCall, Isaacks, Gordon & Roberts","777 East 15th Street","Plano, Texas 75074",,,,,,,,,,,,,,"",,,,,,
,"Active","Gay, McCall, Isaacks, Gordon & Roberts:13-7577 Collin Creek Mall",22000.00,22000.00,"Gay, McCall, Isaacks, Gordon & Roberts","Mr.","Lewis","L.","Isaacks",,"972-424-8501","972-424-5619",,,,,"Mr. Lewis L. Isaacks","Gay, McCall, Isaacks, Gordon & Roberts","777 East 15th Street","Plano, Texas 75074",,,,,,,,,,,,,,"",,,,,,
,"Active","GE Capital",0.00,0.00,"GE Capital","Ms.","Mary Beth",,"O' Keefe","Mary Beth O' Keefe",,,,,,,"Ms. Mary Beth O'Keefe","GE Capital","200 West Madison, Suite 2300","Chicago, IL 60606",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","GE Comercial Finance Real Estate",0.00,0.00,,,,,,,"425-450-1849",,,,,,"Gary Welch","10900 NE 4th Street","Suite 500","Bellevue, WA 98004",,,,,,,,,,,,,,"",,,,,,
,"Active","GE Commercial Finance Business Poperty",0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,
,"Active","General Growth Properties, Inc.",0.00,0.00,"General Growth Properties, Inc.","Mr.","David","F.","Pursel","David F. Pursel",,"312-960-5476",,,,,"General Growth Properties, Inc.","David F. Pursel","110 North Wacker Drive","Chicago, Illinios 60606",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","General Motors LLC",0.00,0.00,,,,,,,,,,,,,"Fred Zehnder","General Motors LLC","515 Main Street","Suite 211","Thousand Oaks, CA 91360",,,,,,,,,,,,,"",,,,,,
,"Active","Genesee Properties, Inc.",0.00,0.00,"Genesee Properties, Inc.","Mr.","Gary",,"Jackson","Gary Jackson",,,,,,,"Mr. Gary Jackson","President","Genesee Properties, Inc.","P.O. Box 63","Berthoud, CO  80513",,,,,,,,,"Non",,,,"",,,,,,
,"Active","George Washington Savings Bank",0.00,0.00,,,,,,,,,,,,,"George Washington Savings Bank","Ms. Elegija Crites","Commercial Loan Administrator","14701 S. LaGrange Road","Orland Park, IL 60462",,,,,,,,,,,,,"",,,,,,
,"Active","Germer Getz, L.L.P.",0.00,0.00,,,,,,,,,,,,,"Germer Getz, L.L.P.","ATTN: Mr. Buddy C.C. Crutchfield","550 Fannin, Suite 400","Beaumont, TX 77701",,,,,,,,,,,,,,"",,,,,,
,"Active","Gerson Lehrman Groups RE Council",0.00,0.00,"Gerson Lehrman Group's RE Council","Ms.","Rebecca",,"Kristol","Rebecca Kristol","212-750-1931","212-838-2496",,,,,"Gerson Lehrman Group's RE Council","Rebecca Kristol","Council Member Services Representative","850 Third Avenue, 9th Floor","New York, NY  10022",,,,,,,,,,,,,"",,,,,,
,"Active","Global Sourcing Energy & Management",0.00,0.00,,,,,,,,,,,,,"Mr. Mike Cordes, Manager","Global Sourcing Energy & Management","Graham Packaging","2401 Pleasant Valley Road","York Pennsylvania 17402",,,,,,,,,,,,,"",,,,,,
,"Active","Global View Advisors",0.00,0.00,"Global View Advisors","Mr.","Michael",,"Haghighat","Michael Haghighat",,,,,,,"Global View Advisors","Mr. Michael Haghighat, ASA","President","19900 MacArthur Blvd., Suite 810","Irvine, CA 92612",,,,,,,,,"Non",,,,"",,,,,,
,"Active","GMAC Commercial Mortgage Corporation",0.00,0.00,"GMAC Commercial Mortgage Corporation","Mr.","Matthew","J.","Ewig","Matthew J. Ewig",,,,,,,"Mr. Matthew J. Ewig","Vice President","GMAC Commercial Mortgage Corporation","100 S. Wacker Drive., Suite 400","Chicago, IL  60606",,,,,,,,,,,,,"",,,,,,
,"Active","Goddard Investment Group, LLC",0.00,0.00,,,,,,,,,,,,,"Mr. Stephen W. DeVinney - Principal","Goddard Investment Group, LLC","3390 Peachtree Road, NE","Suite 1200","Atlanta, GA 30326",,,,,,,,,,,,,"",,,,,,
,"Active","Goldberg Weprin Finkel Goldstein, LLC",0.00,0.00,,,,,,,,,,,,,"Mr. Doran Golubtchik, Esq","Goldberg Weprin Finkel Goldstein, LLC","1501 Broadway","22nd Floor","New York, NY 10036",,,,,,,,,,,,,"",,,,,,
,"Active","Golden Eagle Management",0.00,0.00,,,,,,,,,,,,,"Dan Ukkestad, COO","Golden Eagle Management","2775 Via de la Valle, Suite 200","Del Mar, CA 92014",,,,,,,,,,,,,,"",,,,,,
,"Active","Goldentree InSite Partners",0.00,6000.00,"GoldenTree Asset Management","Ms.","Keri",,"McGinness","Keri McGinness",,,,,,,"Ms. Keri McGinness","Chief Financial Officer","GoldenTree Asset Management","300 Park Avenue, 20th Floor","New York, NY  10022",,,,,,,,,,,,,"",,,,,,
,"Active","Goldentree InSite Partners:13-7877Q3 Rio Rancho",2000.00,2000.00,"GoldenTree Asset Management","Ms.","Keri",,"McGinness",,,,,,,,"Ms. Keri McGinness","Chief Financial Officer","GoldenTree Asset Management","300 Park Avenue, 20th Floor","New York, NY  10022",,,,,,,,,,,,,"",,,,,,
,"Active","Goldentree InSite Partners:13-7882 Dixon Mills Jersey City",2000.00,2000.00,"GoldenTree Asset Management","Ms.","Keri",,"McGinness",,,,,,,,"Ms. Keri McGinness","Chief Financial Officer","GoldenTree Asset Management","300 Park Avenue, 20th Floor","New York, NY  10022",,,,,,,,,,,,,"",,,,,,
,"Active","Goldentree InSite Partners:13-8059 Dixon Mills Jersey City NJ",2000.00,2000.00,"GoldenTree Asset Management","Ms.","Keri",,"McGinness",,,,,,,,"Ms. Keri McGinness","Chief Financial Officer","GoldenTree Asset Management","300 Park Avenue, 20th Floor","New York, NY  10022",,,,,,,,,,,,,"",,,,,,
,"Active","Goldman Sachs Asset Management",0.00,4500.00,,,,,,,,,,,,,"Jack Buhain","Goldman Sachs Asset Management","200 West Street","New York, NY 10282",,,,,,,,,,,,,,"",,,,,,
,"Active","Goldman Sachs Asset Management:13-5939M2 Sloan's Lake Apartments CO",4500.00,4500.00,,,,,,,,,,,,,"Jack Buhain","Goldman Sachs Asset Management","200 West Street","New York, NY 10282",,,,,,,,,,,,,,"",,,,,,
,"Active","Goldman Sachs Bank USA",0.00,0.00,,,,,,,,,,,,,"Amy Collins","Archon Group, LP","6011 Connection Drive","Irvine, TX 75039",,,,,,,,,,,,,,"",,,,,,
,"Active","Grand Encampment of Knights Templar",0.00,0.00,"Grand Encampment of Knights Templar","Mr.","Larry",,"Tucker","Larry Tucker",,,,,,,"Grand Encampment of Knights Templar"," c/o Mr. Larry Tucker","5097 North Elston Avenue","Suite 101","Chicago, IL  60630",,,,,,,,,,,,,"",,,,,,
,"Active","Grant Family Trust",0.00,0.00,,,,,,,,,,,,,"Michael A. Grant","Grant Family Trust","110 Town Center Parkway","Santee, CA 92071",,,,,,,,,,,,,,"",,,,,,
,"Active","Great Point Investors",0.00,0.00,,,,,,,,,,,,,"Brian Reilly","Great Point Investors","Two Center Plaza","Suite 410","Boston, MA 02108",,,,,,,,,,,,,"",,,,,,
,"Active","Great Southern Bank",0.00,0.00,"Great Southern Bank","Mr.","Kevin",,"Baker","Kevin Baker","314-692-0171",,,,,,"Mr. Kevin Baker","Vice President","Great Southern Bank","Three City Place Dr., Suite 570","Creve Coeur, MO  63141",,,,,,,,,,,,,"",,,,,,
,"Active","Greater Bay Bank",0.00,0.00,"Greater Bay Bank","Mr.","Grant",,"Lindholm","Grant Lindholm","650-614-8921","650-838-0264",,,,,"Mr. Grant Lindholm, MAI, CCIM","VP & Chief Appraiser","Greater Bay Bankcorp","430 Cowper Street","Palo Alto, CA  94301",,,,,,,,,,,,,"",,,,,,
,"Active","Greenwich Capital Financial Products, Inc",0.00,0.00,,"Mr.","Joseph",,"Griffin","Joseph Griffin",,,,,,,"Mr. Joseph Griffin","Greenwich Capital Financial Products, Inc","550 W. Jackson Blvd., Suite 1700","Chicago, IL  60661",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Grifols, Inc.",0.00,0.00,"Grifols, Inc.","Mr.","Andrew",,"McVay","Andrew McVay",,,,,,,"Mr. Andrew McVay","Vice President, Finance","Grifols, Inc.","2410 Lillyvale Aveenue","Los Angeles, CA  90032",,,,,,,,,,,,,"",,,,,,
,"Active","Grubb & Ellis New York, Inc.",0.00,0.00,,,,,,,,,,,,,"Grubb & Ellis New York, Inc.","1177 Avenue of the Americas","New York, NY 10036","Attn: Jonathan S. Miller","          Executive Managing Director",,,,,,,,,,,,,"",,,,,,
,"Active","GS Roosevelt, LLC",0.00,0.00,,,,,,,,,,,,,"Mr. Bradley Johnson","GS Roosevelt, LLC","One Market Street","Spear Tower, 36th FLoor","San Francisco, CA 94105",,,,,,,,,,,,,"",,,,,,
,"Active","Guaranty Bank",0.00,0.00,"Guaranty Bank","Mr.","Edward","H.","Siegel, MAI, CCIM","Emma Rhodes","214-360-2888","214-360-2701",,,,,"Guaranty Bank","8333 Douglas Avenue","Dallas, TX  75225",,,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Guggenheim Partners",0.00,0.00,,,,,,,,,,,,,"Carla Varner","Guggenheim Partners","205 West Monroe Street","Chicago, IL 60606",,,,,,,,,,,,,,"",,,,,,
,"Active","Guggenheim Trust Company, LLC",0.00,4000.00,,,,,,,,,,,,,"Guggenheim Trust Company, LLC","c/o Michael Della Fera - CFO","Guggenheim Real Estate LLC","Four Copley Place, Suite 403","Boston, MA 02116",,,,,,,,,,,,,"",,,,,,
,"Active","Guggenheim Trust Company, LLC:13-7586 Toshiba Building Tustin CA",4000.00,4000.00,,,,,,,,,,,,,"Guggenheim Trust Company, LLC","c/o Michael Della Fera - CFO","Guggenheim Real Estate LLC","Four Copley Place, Suite 403","Boston, MA 02116",,,,,,,,,,,,,"",,,,,,
,"Active","Hardin Construction Company",0.00,0.00,,,,,,,,,,,,,"Mr. M. Brantley Barrow - Chairman","Hardin Construction Company, LLC","3301 Windy Ridge Parkway, Ste. 400","Atlanta, GA 30339",,,,,,,,,,,,,,"",,,,,,
,"Active","Harris Bank N.A",0.00,29900.00,"Harris Bank N.A",,,,,"Dana Salvatore","312-461-2128",,,,,,"Dana Salvatore","BMO Harris Bank","111 W. Monroe Street","Flr. 4E    /   MC2800","Chicago, IL   60603",,,,,,,,,,,,,"",,,,,,
,"Active","Harris Bank N.A:09-1932 1315 3rd Avenue NW, MN",0.00,0.00,"Harris Bank N.A",,,,,"Dana Salvatore","312-461-2128",,,,,,"Harris Bank N.A","111 W. Monroe Street","Flr. 4E    /   MC2800","Chicago, IL   60603",,,,,,,,,,,,,,"",,,,,,
,"Active","Harris Bank N.A:09-1933 11626 University Avenue NW, MN",0.00,0.00,"Harris Bank N.A",,,,,"Dana Salvatore","312-461-2128",,,,,,"Harris Bank N.A","111 W. Monroe Street","Flr. 4E    /   MC2800","Chicago, IL   60603",,,,,,,,,,,,,,"",,,,,,
,"Active","Harris Bank N.A:09-1934 3147 Cottage Grove Drive, MN",0.00,0.00,"Harris Bank N.A",,,,,"Dana Salvatore","312-461-2128",,,,,,"Harris Bank N.A","111 W. Monroe Street","Flr. 4E    /   MC2800","Chicago, IL   60603",,,,,,,,,,,,,,"",,,,,,
,"Active","Harris Bank N.A:09-1935 10805 French Lake Road, MN",0.00,0.00,"Harris Bank N.A",,,,,"Dana Salvatore","312-461-2128",,,,,,"Harris Bank N.A","111 W. Monroe Street","Flr. 4E    /   MC2800","Chicago, IL   60603",,,,,,,,,,,,,,"",,,,,,
,"Active","Harris Bank N.A:11-4772 6465 Daniel Burnham Dr., IN",0.00,0.00,"Harris Bank N.A",,,,,"Dana Salvatore","312-461-2128",,,,,,"Gregory Hertko","BMO Harris Bank","111 W. Monroe Street","Flr. 4E    /   MC2800","Chicago, IL   60603",,,,,,,,,,,,,"",,,,,,
,"Active","Harris Bank N.A:13-7639 4500 York Blvd Los Angeles CA",5250.00,5250.00,"Harris Bank N.A",,,,,,"312-461-2128",,,,,,"Dana Salvatore","BMO Harris Bank","111 W. Monroe Street","Flr. 4E    /   MC2800","Chicago, IL   60603",,,,,,,,,,,,,"",,,,,,
,"Active","Harris Bank N.A:13-7848 8113 Minors Lane Louisville KY",5400.00,5400.00,"Harris Bank N.A",,,,,,"312-461-2128",,,,,,"Dana Salvatore","BMO Harris Bank","111 W. Monroe Street","Flr. 4E    /   MC2800","Chicago, IL   60603",,,,,,,,,,,,,"",,,,,,
,"Active","Harris Bank N.A:13-7849 Echo Lake Mobile Home Park",4500.00,4500.00,"Harris Bank N.A",,,,,,"312-461-2128",,,,,,"Dana Salvatore","BMO Harris Bank","111 W. Monroe Street","Flr. 4E    /   MC2800","Chicago, IL   60603",,,,,,,,,,,,,"",,,,,,
,"Active","Harris Bank N.A:13-7850 8252 South State Road 67 IN",3800.00,3800.00,"Harris Bank N.A",,,,,,"312-461-2128",,,,,,"Dana Salvatore","BMO Harris Bank","111 W. Monroe Street","Flr. 4E    /   MC2800","Chicago, IL   60603",,,,,,,,,,,,,"",,,,,,
,"Active","Harris Bank N.A:13-7851 Southwood Mobile Home Park IN",4700.00,4700.00,"Harris Bank N.A",,,,,,"312-461-2128",,,,,,"Dana Salvatore","BMO Harris Bank","111 W. Monroe Street","Flr. 4E    /   MC2800","Chicago, IL   60603",,,,,,,,,,,,,"",,,,,,
,"Active","Harris Bank N.A:13-7869 45 W. Noblestown Rd",5500.00,5500.00,"Harris Bank N.A",,,,,,"312-461-2128",,,,,,"Dana Salvatore","BMO Harris Bank","111 W. Monroe Street","Flr. 4E    /   MC2800","Chicago, IL   60603",,,,,,,,,,,,,"",,,,,,
,"Active","Harris Bank N.A:13-7886 1343 E. Wisconsin Avenue Pewaukee",750.00,750.00,"Harris Bank N.A",,,,,,"312-461-2128",,,,,,"Dana Salvatore","BMO Harris Bank","111 W. Monroe Street","Flr. 4E    /   MC2800","Chicago, IL   60603",,,,,,,,,,,,,"",,,,,,
,"Active","Harrison Street Real Estate Capital",0.00,0.00,,,,,,,,,,,,,"Brian M. Mutchler, Senior Vice President","Harrison Street Real Estate Capital","71 South Wacker Drive","Suite 3575","Chicago, IL 60606",,,,,,,,,,,,,"",,,,,,
,"Active","Hartford Investment Management Company",0.00,0.00,,,,,,,,,,,,,"Mr. Rich VanSteenbergen","Hartford Investment Management Company","55 Farmington Avenue","Hartford, CT 06105",,,,,,,,,,,,,,"",,,,,,
,"Active","Hartford Life Insurance Company",0.00,0.00,,,,,,,,,,,,,"Mr. David A. Noli, CPA","Hartford Life Insurance Company","Hartford Investment Management","55 Farmington Avemur 11th Floor","Hartford, CT 06105",,,,,,,,,,,,,"",,,,,,
,"Active","Harvard Management Company, Inc. (HMC)",0.00,0.00,,,,,,,,,,,,,"Harvard Management Company, Inc.","c/o Joseph Marconi-Senior Vice President","Portfolio Manager - Real Estate","600 Atlantic Ave.","Boston, MA 02210",,,,,,,,,,,,,"",,,,,,
,"Active","HealthCare Appraisers, Inc.",0.00,4200.00,,,,,,,,,,,,,"Mr. Jason L. Ruchaber, CFA, ASA","HealthCare Appraisers, Inc.","75 NW 1st Avenue","Suite 201","Delray Beach, FL 33444",,,,,,,,,,,,,"",,,,,,
,"Active","HealthCare Appraisers, Inc.:13-7396 FMV Roswell ASC and Forsyth",4200.00,4200.00,,,,,,,,,,,,,"Mr. Jason L. Ruchaber, CFA, ASA","HealthCare Appraisers, Inc.","75 NW 1st Avenue","Suite 201","Delray Beach, FL 33444",,,,,,,,,,,,,"",,,,,,
,"Active","HEITMAN Real Estate Investment Management",0.00,77450.00,"HEITMAN RE Investment Management","Ms.","Colleen",,"Ryan","Colleen Ryan","312-425-0659","312-855-5582",,,,"colleen.ryan@hietman.com","Ms. Colleen Ryan","HEITMAN RE Investment Management","191 North Wacker Drive","Chicago, Illinois 60606",,,,,,,,,,,,,,"",,,,,,
,"Active","HEITMAN Real Estate Investment Management:13-3357Q3 Addison Park Charlotte NC",1800.00,1800.00,"HEITMAN RE Investment Management","Ms.","Colleen",,"Ryan",,"312-425-0659","312-855-5582",,,,"colleen.ryan@hietman.com","Ms. Colleen Ryan","HEITMAN RE Investment Management","191 North Wacker Drive","Chicago, Illinois 60606",,,,,,,,,,,,,,"",,,,,,
,"Active","HEITMAN Real Estate Investment Management:13-3702Q3 West Paces Atlanta GA",1800.00,1800.00,"HEITMAN RE Investment Management","Ms.","Colleen",,"Ryan",,"312-425-0659","312-855-5582",,,,"colleen.ryan@hietman.com","Ms. Colleen Ryan","HEITMAN RE Investment Management","191 North Wacker Drive","Chicago, Illinois 60606",,,,,,,,,,,,,,"",,,,,,
,"Active","HEITMAN Real Estate Investment Management:13-4057Q3 Bank Street Commons White Plain",1800.00,1800.00,"HEITMAN RE Investment Management","Ms.","Colleen",,"Ryan",,"312-425-0659","312-855-5582",,,,"colleen.ryan@hietman.com","Ms. Colleen Ryan","HEITMAN RE Investment Management","191 North Wacker Drive","Chicago, Illinois 60606",,,,,,,,,,,,,,"",,,,,,
,"Active","HEITMAN Real Estate Investment Management:13-4711Q3 I-55 Portfolio Romeoville",2500.00,2500.00,"HEITMAN RE Investment Management","Ms.","Colleen",,"Ryan",,"312-425-0659","312-855-5582",,,,"colleen.ryan@hietman.com","Ms. Colleen Ryan","HEITMAN RE Investment Management","191 North Wacker Drive","Chicago, Illinois 60606",,,,,,,,,,,,,,"",,,,,,
,"Active","HEITMAN Real Estate Investment Management:13-4712Q3 Northern Builders Portfolio",4750.00,4750.00,"HEITMAN RE Investment Management","Ms.","Colleen",,"Ryan",,"312-425-0659","312-855-5582",,,,"colleen.ryan@hietman.com","Ms. Colleen Ryan","HEITMAN RE Investment Management","191 North Wacker Drive","Chicago, Illinois 60606",,,,,,,,,,,,,,"",,,,,,
,"Active","HEITMAN Real Estate Investment Management:13-4720Q3 Doctors Community Medical  MD",1800.00,1800.00,"HEITMAN RE Investment Management","Ms.","Colleen",,"Ryan",,"312-425-0659","312-855-5582",,,,"colleen.ryan@hietman.com","Ms. Colleen Ryan","HEITMAN RE Investment Management","191 North Wacker Drive","Chicago, Illinois 60606",,,,,,,,,,,,,,"",,,,,,
,"Active","HEITMAN Real Estate Investment Management:13-5463Q3 Frank Estate Apartments OR",1300.00,1300.00,"HEITMAN RE Investment Management","Ms.","Colleen",,"Ryan",,"312-425-0659","312-855-5582",,,,"colleen.ryan@hietman.com","Ms. Colleen Ryan","HEITMAN RE Investment Management","191 North Wacker Drive","Chicago, Illinois 60606",,,,,,,,,,,,,,"",,,,,,
,"Active","HEITMAN Real Estate Investment Management:13-5464Q3 Covington Farms Apartments",1300.00,1300.00,"HEITMAN RE Investment Management","Ms.","Colleen",,"Ryan",,"312-425-0659","312-855-5582",,,,"colleen.ryan@hietman.com","Ms. Colleen Ryan","HEITMAN RE Investment Management","191 North Wacker Drive","Chicago, Illinois 60606",,,,,,,,,,,,,,"",,,,,,
,"Active","HEITMAN Real Estate Investment Management:13-5871Q3 Carlow Industrial Building IL",3250.00,3250.00,"HEITMAN RE Investment Management","Ms.","Colleen",,"Ryan",,"312-425-0659","312-855-5582",,,,"colleen.ryan@hietman.com","Ms. Colleen Ryan","HEITMAN RE Investment Management","191 North Wacker Drive","Chicago, Illinois 60606",,,,,,,,,,,,,,"",,,,,,
,"Active","HEITMAN Real Estate Investment Management:13-7246Q3 Freehold Raceway Mall NJ",5000.00,5000.00,"HEITMAN RE Investment Management","Ms.","Colleen",,"Ryan",,"312-425-0659","312-855-5582",,,,"colleen.ryan@hietman.com","Ms. Colleen Ryan","HEITMAN RE Investment Management","191 North Wacker Drive","Chicago, Illinois 60606",,,,,,,,,,,,,,"",,,,,,
,"Active","HEITMAN Real Estate Investment Management:13-7247Q3 Chandler Fashion Center AZ",4500.00,4500.00,"HEITMAN RE Investment Management","Ms.","Colleen",,"Ryan",,"312-425-0659","312-855-5582",,,,"colleen.ryan@hietman.com","Ms. Colleen Ryan","HEITMAN RE Investment Management","191 North Wacker Drive","Chicago, Illinois 60606",,,,,,,,,,,,,,"",,,,,,
